Length;Depth until soil surface;Water Depth;Water height;Depth until water surface
0;0;0;0;0
0.05;0.1;0;0;0.1
0.1;0.16;0;0;0.16
0.15;0.23;0.05;0.18;0.18
0.2;0.19;0.01;0;0.18
0.25;0.15;0.02;0;0.13
0.3;0.04;0.02;0;0.02
0.35;0.03;0;0;0.03
0.4;0;0;0;0
0.45;0.02;0;0;0.02
0.5;0.12;0;0;0.12
0.55;0.14;0;0;0.14
0.6;0.16;0;0;0.16
0.65;0.16;0;0;0.16
0.7;0.1;0;0;0.1
0.75;0.04;0;0;0.04
0.8;0;0;0;0
