Length;Depth until soil surface;Water Depth;Water height;Depth until water surface
0;0;0;0;0
0.05;0.06;0;0;0.06
0.1;0.06;0;0;0.06
0.15;0.1;0.02;0.08;0.08
0.2;0.11;0.03;0.08;0.08
0.25;0.1;0.01;0.09;0.09
0.3;0.09;0.01;0.08;0.08
0.35;0.08;0.01;0.07;0.07
0.4;0.08;0.01;0.07;0.07
0.45;0.05;0;0.05;0.05
0.5;0.04;0;0.04;0.04
0.55;0.07;0;0.07;0.07
0.6;0.13;0.02;0.11;0.11
0.65;0.11;0.01;0.1;0.1
0.7;0.07;0.01;0.06;0.06
0.75;0.06;0;0;0.06
0.8;0.06;0;0;0.06
0.85;0.05;0;0;0.05
0.9;0.03;0;0;0.03
0.95;0;0;0;0
